1262,584
1260,584
1261,588
1260,579
1264,579
1260,595
1257,576
1261,583
1283,576
1259,578
1264,578
1260,571
1261,666
1270,555
1265,580
1261,569
1284,567
1249,563
1262,566
1257,565
1261,563
1259,565
1258,564
1256,557
1259,562
1265,561
1258,562
1263,565
1262,566
1260,559
1260,557
1258,562
1257,558
1261,557
1263,556
1259,557
1262,557
1261,557
1258,559
1248,557
1259,554
1259,557
1271,555
1257,551
1266,557
1257,550
1257,552
1261,555
1257,550
1257,547
1266,551
1258,550
1314,553
1261,540
1258,553
1259,555
1260,550
1259,547
1259,552
1259,551
1259,550
1261,554
1258,546
1259,550
1266,547
1257,549
1267,555
1268,549
1267,547
1252,551
1262,550
1257,546
1271,547
1259,547
1259,537
1261,552
1258,550
1259,545
1264,548
1258,547
1264,549
1244,549
1259,531
1262,547
1271,551
1256,464
1259,547
1258,544
1256,546
1261,547
1257,548
1258,540
1258,545
1259,544
1264,493
1265,544
1271,545
1259,549
1260,549
1274,545
1273,556
1258,546
1256,548
1258,554
1275,550
1261,548
1259,550
1260,545
1264,539
1262,546
1257,529
1261,557
1258,539
1260,539
1155,545
1251,550
1257,546
1257,545
1262,544
1269,546
1266,542
1260,547
1257,544
1258,545
1262,543
1263,545
1259,542
1254,546
1267,545
1259,533
1261,540
1261,546
1258,524
1266,545
1234,544
1262,544
1261,545
1261,548
1255,542
1262,545
1268,541
1261,541
1265,542
1260,545
1260,544
1265,539
1271,543
1281,543
1266,543
1242,538
1265,542
683,1401
686,1397
665,1403
1002,869
1002,870
1007,868
1006,866
1000,865
1005,870
1005,864
1004,871
1004,871
1002,864
1008,874
1008,871
1002,870
1002,870
1004,861
1003,869
1006,866
1314,866
1005,866
1002,866
1010,867
1005,873
1008,871
1003,866
1010,885
1016,871
1006,865
1006,867
988,867
1002,868
999,869
988,870
1004,869
1002,866
999,865
1009,874
1005,867
1009,868
1002,864
1012,873
1003,869
1012,870
1003,875
1001,866
1004,869
1004,864
1004,865
1007,869
1002,871
1006,872
1000,871
982,865
1011,867
1007,867
1004,865
1002,870
1002,866
1001,865
1007,862
1001,866
1000,871
1010,871
995,870
1010,870
1004,868
1004,869
1005,870
1000,870
998,872
1002,867
1002,868
1002,866
998,864
987,867
1009,871
1002,818
996,868
1003,870
1006,868
999,866
999,872
1010,863
1003,869
1004,866
1004,867
1003,872
1004,867
1009,869
1001,872
1006,866
1004,867
1011,869
1025,865
1004,866
1007,865
1001,855
1006,874
1004,871
1004,871
1003,868
1017,870
1005,866
1000,867
1015,870
1004,1024
1007,867
1000,867
1005,866
1007,868
1003,876
1006,865
1000,871
1000,868
996,865
1004,871
1004,866
1004,868
1009,868
1003,869
1003,871
653,1405
651,1418
886,1030
882,1030
884,1029
881,1032
877,1026
892,1040
881,1042
883,1019
885,1034
888,1032
881,1037
893,1045
889,1033
870,1022
886,1031
885,1030
884,1030
886,1027
879,1028
875,1029
884,1029
880,1027
886,1028
885,1024
889,1026
882,1027
882,1030
886,1060
884,1028
883,1030
883,1024
889,1028
884,1024
882,1029
890,1026
887,1030
885,1030
888,1029
884,1029
881,1029
889,1029
885,1030
881,1030
882,1030
881,1029
890,1034
888,1030
884,1029
887,1030
888,1026
883,1026
885,1030
883,1030
886,1030
883,1028
885,1028
884,1030
885,1031
884,1030
885,1028
891,1026
884,1029
886,1032
895,1031
885,1029
885,1031
889,1027
886,1029
882,1029
884,1027
881,1026
882,1024
890,1022
887,1028
886,1026
888,1034
883,1048
881,1023
888,1030
888,1028
884,1027
884,1021
881,1028
903,1031
885,1028
884,1039
884,1026
882,1025
887,1038
881,1029
887,1030
882,1026
920,1029
885,1031
837,1028
887,1031
886,1020
887,1030
880,1032
881,1027
882,1032
904,1029
883,1027
881,1036
885,1034
891,1030
878,1033
891,1030
872,1025
869,1028
886,1024
889,1027
886,1029
887,1029
878,1027
869,1029
890,1029
883,1028
879,1032
891,1035
889,1028
890,1031
886,1026
